user_id,signup_date,signup_channel,age,country,experiment_group,funnel_stage
484,2025-08-10,Google Ads,27,United States,A,Feature Adoption
485,2025-08-03,Organic Search,33,Canada,B,Feature Adoption
486,2026-02-08,Organic Search,21,United Kingdom,B,Subscription
487,2025-09-28,Organic Search,62,Germany,B,Subscription
488,2025-12-25,Google Ads,64,France,B,Feature Adoption
489,2025-11-15,LinkedIn,19,United States,B,Subscription
490,2026-03-26,Organic Search,54,Germany,A,Feature Adoption
491,2026-03-19,Google Ads,54,Canada,B,Feature Adoption
492,2025-08-22,Referral,25,Germany,B,Subscription
493,2025-07-23,Referral,20,United States,B,Feature Adoption
494,2025-09-15,Organic Search,20,India,A,Renewal
495,2026-01-31,Organic Search,64,United States,B,Renewal
496,2026-04-19,Google Ads,21,United Kingdom,B,Renewal
497,2025-07-24,Email Campaign,47,United States,A,Subscription
498,2025-12-07,Organic Search,18,United Kingdom,B,Feature Adoption
499,2025-12-03,LinkedIn,41,United States,A,Feature Adoption
500,2025-10-09,LinkedIn,33,United Kingdom,B,Renewal
501,2025-07-13,Organic Search,62,United States,A,Renewal
502,2025-07-01,LinkedIn,65,United States,A,First Login
503,2026-03-29,Email Campaign,21,Canada,A,First Login
504,2025-11-21,Organic Search,51,India,B,Renewal
505,2026-02-20,Email Campaign,24,United States,A,Feature Adoption
506,2026-01-18,Organic Search,45,United Kingdom,A,First Login
507,2025-11-27,Organic Search,43,United States,A,Subscription
508,2025-12-10,Google Ads,30,United States,B,Renewal
509,2025-08-25,Organic Search,47,United States,B,Feature Adoption
510,2025-12-31,Email Campaign,37,United States,B,Renewal
511,2025-08-16,Organic Search,63,Germany,A,Signup
512,2025-12-15,Organic Search,40,Germany,B,First Login
513,2025-12-01,Organic Search,19,India,A,Renewal
514,2026-04-11,LinkedIn,47,United States,B,Renewal
515,2025-09-01,Organic Search,32,Australia,B,Renewal
516,2026-01-07,LinkedIn,23,India,A,Feature Adoption
517,2025-08-08,Organic Search,59,United States,B,Feature Adoption
518,2025-12-17,Organic Search,21,India,B,Subscription
519,2026-01-19,Google Ads,45,United States,B,Feature Adoption
520,2025-10-04,Organic Search,27,Canada,B,Subscription
521,2025-11-03,LinkedIn,53,Canada,B,Feature Adoption
522,2026-01-13,Organic Search,51,United States,B,Renewal
523,2026-04-05,LinkedIn,63,India,B,Subscription
524,2026-03-06,Organic Search,38,United Kingdom,B,Feature Adoption
525,2025-12-11,Google Ads,35,United States,B,Renewal
526,2026-03-29,Google Ads,32,United Kingdom,A,First Login
527,2025-11-01,Organic Search,65,Australia,B,Renewal
528,2025-10-21,Google Ads,42,India,B,Renewal
529,2025-09-27,Organic Search,65,United Kingdom,A,Renewal
530,2025-07-15,LinkedIn,54,United States,A,Feature Adoption
531,2025-10-05,Referral,49,Australia,A,Feature Adoption
532,2025-07-20,Organic Search,32,United States,B,Subscription
533,2025-12-17,Referral,26,United States,B,Feature Adoption
534,2025-12-13,Organic Search,63,United States,A,Subscription
535,2026-03-27,Referral,41,India,A,Subscription
536,2026-04-27,Organic Search,26,United States,A,Subscription
537,2026-02-09,LinkedIn,59,India,B,Subscription
538,2026-04-14,LinkedIn,40,India,B,Subscription
539,2025-09-28,Google Ads,36,Germany,B,Subscription
540,2026-04-20,Google Ads,54,India,B,Subscription
541,2025-10-22,LinkedIn,49,United States,B,Subscription
542,2025-10-30,Organic Search,58,United States,A,Email Verification
543,2025-12-19,Google Ads,33,United States,A,Feature Adoption
544,2025-08-25,LinkedIn,46,United States,A,Renewal
545,2026-01-28,Google Ads,52,United States,B,Renewal
546,2026-04-22,LinkedIn,28,Germany,B,Renewal
547,2025-07-18,Organic Search,24,United States,B,Feature Adoption
548,2026-01-09,Organic Search,23,United States,B,Renewal
549,2026-03-05,LinkedIn,59,Canada,B,Renewal
550,2025-09-19,Organic Search,30,United States,B,Subscription
551,2026-04-03,Organic Search,33,United States,B,Feature Adoption
552,2026-04-08,Referral,41,United States,B,Feature Adoption
553,2026-03-03,Organic Search,28,United States,A,Renewal
554,2026-02-28,Referral,43,United States,B,Renewal
555,2025-11-13,Organic Search,29,United Kingdom,B,Feature Adoption
556,2025-10-04,Google Ads,47,United States,B,Renewal
557,2026-04-15,Organic Search,60,France,B,Subscription
558,2026-04-04,Google Ads,32,France,A,Subscription
559,2026-03-25,Google Ads,48,United Kingdom,A,Feature Adoption
560,2025-12-01,Organic Search,63,India,B,Subscription
561,2026-03-22,Referral,57,Germany,B,Renewal
562,2026-02-15,Organic Search,31,India,A,First Login
563,2026-02-02,Organic Search,30,Germany,A,Feature Adoption
564,2026-05-01,Organic Search,22,India,B,Subscription
565,2026-04-09,Organic Search,47,United States,A,Signup
566,2026-04-27,Google Ads,44,Canada,B,Subscription
567,2026-04-25,LinkedIn,24,India,A,First Login
568,2025-11-24,Referral,44,India,B,Subscription
569,2026-04-19,LinkedIn,35,United States,B,Subscription
570,2026-01-22,Organic Search,39,India,A,Signup
571,2026-03-01,Email Campaign,19,India,B,Renewal
572,2025-12-07,Organic Search,62,Canada,A,Renewal
573,2025-10-25,Organic Search,46,India,A,Feature Adoption
574,2026-01-30,LinkedIn,46,United States,B,Renewal
575,2026-03-06,LinkedIn,21,India,A,First Login
576,2025-12-07,LinkedIn,51,Canada,A,Signup
577,2025-10-07,Referral,21,United States,B,Subscription
578,2026-01-01,LinkedIn,47,United States,A,Feature Adoption
579,2025-09-02,LinkedIn,49,United States,A,Feature Adoption
580,2026-02-28,Google Ads,28,United States,A,Feature Adoption
581,2025-08-16,Organic Search,28,United States,A,Subscription
582,2025-10-18,Referral,61,United Kingdom,B,Subscription
583,2026-03-20,Organic Search,61,France,B,Renewal
584,2025-09-27,LinkedIn,34,United States,A,Renewal
585,2025-11-18,Google Ads,40,United States,B,Feature Adoption
586,2025-12-02,LinkedIn,43,Australia,A,Signup
587,2026-01-08,Google Ads,36,United Kingdom,B,Feature Adoption
588,2025-08-02,Organic Search,38,United States,A,Feature Adoption
589,2025-11-30,Organic Search,33,United Kingdom,A,Subscription
590,2026-01-23,LinkedIn,64,Germany,B,Subscription
591,2025-11-29,Organic Search,42,Canada,A,Feature Adoption
592,2026-04-19,Referral,63,United States,B,Subscription
593,2026-03-01,Referral,50,Germany,B,Feature Adoption
594,2026-04-12,Organic Search,26,United States,A,Subscription
595,2026-04-13,LinkedIn,61,United States,A,Subscription
596,2025-10-22,Google Ads,37,Germany,B,Renewal
597,2026-01-07,Organic Search,25,United States,B,Renewal
598,2026-04-25,Google Ads,48,United Kingdom,A,Feature Adoption
599,2026-01-12,Google Ads,27,Canada,B,Feature Adoption
600,2026-01-26,Email Campaign,47,India,B,Renewal
601,2025-10-01,LinkedIn,58,Canada,A,Feature Adoption
602,2025-07-30,Organic Search,28,United States,A,First Login
603,2025-08-15,Organic Search,45,Canada,B,Renewal
604,2026-01-13,Organic Search,64,United Kingdom,B,Signup
605,2025-12-12,LinkedIn,19,United Kingdom,A,Feature Adoption
606,2025-11-05,Organic Search,37,India,B,Feature Adoption
607,2026-04-28,Organic Search,20,United States,B,Feature Adoption
608,2026-03-24,Google Ads,61,United States,A,Feature Adoption
609,2026-03-08,Google Ads,43,United States,B,Feature Adoption
610,2025-09-06,Organic Search,50,United States,B,Feature Adoption
611,2025-07-20,Google Ads,52,United Kingdom,A,Feature Adoption
612,2025-07-25,LinkedIn,19,Germany,B,Feature Adoption
613,2026-02-13,Google Ads,48,United Kingdom,A,Feature Adoption
614,2025-07-05,Organic Search,60,Germany,A,Feature Adoption
615,2025-09-09,Google Ads,50,India,A,First Login
616,2025-08-28,LinkedIn,56,Canada,B,Feature Adoption
617,2026-03-25,Email Campaign,44,United States,B,Email Verification
618,2026-03-12,Referral,48,Germany,B,Signup
619,2025-08-15,Referral,60,Australia,B,Renewal
620,2026-03-19,Organic Search,34,Germany,A,Feature Adoption
621,2025-11-29,Organic Search,29,United States,A,Renewal
622,2026-01-01,Referral,65,United States,B,Renewal
623,2025-07-24,Organic Search,59,United States,B,Feature Adoption
624,2026-02-10,Email Campaign,64,United States,B,Renewal
625,2025-10-02,Organic Search,47,Canada,B,Feature Adoption
626,2026-03-02,LinkedIn,28,United Kingdom,B,Subscription
627,2025-07-31,Email Campaign,24,Australia,B,Subscription
628,2026-04-18,LinkedIn,42,United States,A,Feature Adoption
629,2025-09-05,Google Ads,44,Canada,B,First Login
630,2025-12-08,Organic Search,51,India,A,Feature Adoption
631,2026-04-16,Organic Search,39,India,A,Subscription
632,2025-08-18,Google Ads,48,Germany,B,Subscription
633,2026-01-14,Organic Search,57,Australia,B,Subscription
634,2025-09-19,Google Ads,49,Canada,A,Email Verification
635,2026-03-09,Organic Search,35,United States,B,Feature Adoption
636,2026-01-10,Google Ads,47,United States,B,Subscription
637,2025-08-15,Referral,25,Canada,A,Subscription
638,2025-07-10,Organic Search,53,Canada,A,Subscription
639,2025-12-03,Referral,59,United Kingdom,A,Renewal
640,2026-01-03,Referral,47,Australia,B,Renewal
641,2026-02-28,LinkedIn,46,United States,B,Renewal
642,2025-10-22,Organic Search,58,United States,A,Feature Adoption
643,2026-03-25,Google Ads,28,United States,B,Renewal
644,2026-01-26,Organic Search,30,United Kingdom,B,Renewal
645,2025-10-19,Google Ads,63,France,B,Renewal
646,2025-07-24,Email Campaign,55,Australia,B,Renewal
647,2026-02-20,LinkedIn,26,India,A,Signup
648,2025-07-25,Google Ads,55,Canada,B,Subscription
649,2025-09-29,LinkedIn,26,United States,B,Subscription
650,2025-12-12,Google Ads,56,United States,A,Subscription
651,2025-11-18,Google Ads,36,United States,B,Feature Adoption
652,2026-01-28,LinkedIn,50,India,B,Subscription
653,2025-12-08,LinkedIn,58,India,B,Feature Adoption
654,2025-11-26,LinkedIn,26,India,A,Subscription
655,2025-09-30,Google Ads,38,Germany,A,Subscription
656,2026-04-14,Google Ads,60,United Kingdom,A,Subscription
657,2026-03-31,Organic Search,18,Australia,A,Signup
658,2025-09-13,Organic Search,35,United States,A,Feature Adoption
659,2025-11-24,LinkedIn,21,United States,A,Feature Adoption
660,2026-04-04,Organic Search,24,Australia,A,Subscription
661,2026-04-14,Referral,53,Germany,B,Subscription
662,2025-11-25,LinkedIn,42,United States,B,Renewal
663,2025-12-08,Email Campaign,65,United States,B,Subscription
664,2026-02-12,Referral,63,India,A,Feature Adoption
665,2026-04-28,Google Ads,64,United Kingdom,A,Feature Adoption
666,2025-09-29,Email Campaign,29,United States,A,First Login
667,2025-07-21,Google Ads,26,United Kingdom,B,Renewal
668,2025-07-03,Organic Search,27,Germany,B,Renewal
669,2025-07-27,LinkedIn,60,United Kingdom,B,Renewal
670,2026-04-08,Google Ads,38,France,A,Renewal
671,2026-03-24,Organic Search,44,United Kingdom,A,Feature Adoption
672,2025-12-26,Organic Search,39,United States,B,Feature Adoption
673,2026-03-29,Google Ads,59,United Kingdom,B,Subscription
674,2026-02-14,Organic Search,57,United Kingdom,B,Email Verification
675,2025-12-12,Google Ads,25,France,B,Subscription
676,2025-11-22,Organic Search,41,United Kingdom,A,Feature Adoption
677,2026-03-07,Organic Search,30,India,B,Feature Adoption
678,2025-08-19,Organic Search,52,India,A,Feature Adoption
679,2025-10-16,LinkedIn,61,France,B,Feature Adoption
680,2026-04-02,Referral,65,India,A,Feature Adoption
681,2025-08-06,LinkedIn,47,United States,A,Signup
682,2025-08-07,Organic Search,53,France,B,Renewal
683,2025-11-10,Google Ads,43,Canada,B,Signup
684,2025-08-30,Google Ads,57,United Kingdom,B,Subscription
685,2025-07-24,LinkedIn,50,United States,B,Renewal
686,2025-12-02,LinkedIn,46,United States,B,Renewal
687,2025-07-16,Google Ads,26,United Kingdom,A,Subscription
688,2026-04-06,Organic Search,37,United Kingdom,A,Renewal
689,2026-01-08,Email Campaign,53,United States,B,First Login
690,2026-04-20,Google Ads,23,United Kingdom,B,Subscription
691,2025-12-24,Organic Search,50,India,B,Feature Adoption
692,2025-11-07,Organic Search,54,United States,A,Renewal
693,2026-04-08,Google Ads,36,United Kingdom,A,Feature Adoption
694,2025-10-10,LinkedIn,39,Canada,B,Subscription
695,2025-10-29,Organic Search,30,United Kingdom,B,Subscription
696,2025-12-04,LinkedIn,54,United States,B,Feature Adoption
697,2026-02-05,Organic Search,32,United States,A,Feature Adoption
698,2025-11-19,Referral,64,United States,B,Subscription
699,2026-02-14,Google Ads,53,United States,B,Subscription
700,2025-08-11,Referral,26,India,A,Feature Adoption
701,2025-08-09,LinkedIn,50,India,A,Subscription
702,2026-04-23,Google Ads,20,United Kingdom,A,Feature Adoption
703,2026-04-03,Google Ads,41,France,B,Renewal
704,2026-04-28,LinkedIn,47,United States,A,Email Verification
705,2026-01-03,Google Ads,57,Germany,A,Subscription
706,2025-09-10,Google Ads,54,United States,A,Renewal
707,2026-03-05,Email Campaign,49,United States,B,Feature Adoption
708,2025-10-28,Organic Search,41,United States,B,Renewal
709,2025-07-24,Organic Search,24,United Kingdom,A,Feature Adoption
710,2025-11-18,Referral,52,United States,A,Feature Adoption
711,2026-01-10,Google Ads,22,Germany,A,Feature Adoption
712,2025-10-23,Google Ads,40,United States,B,Subscription
713,2025-07-04,Google Ads,28,United States,B,Subscription
714,2025-11-21,Organic Search,41,United States,A,Subscription
715,2025-10-26,Google Ads,25,United States,B,Subscription
716,2025-10-16,Google Ads,44,United Kingdom,B,First Login
717,2026-04-20,Google Ads,50,United States,B,Subscription
718,2025-07-29,Organic Search,51,India,A,Feature Adoption
719,2026-04-15,LinkedIn,64,India,A,Feature Adoption
720,2025-08-13,Organic Search,48,United Kingdom,A,Feature Adoption
721,2026-01-27,LinkedIn,29,France,A,Feature Adoption
722,2025-09-24,LinkedIn,47,United States,A,Email Verification
723,2026-01-10,Google Ads,30,United States,A,Renewal
724,2026-01-31,Referral,29,United Kingdom,B,Subscription
725,2025-07-20,Referral,25,United Kingdom,B,Subscription
726,2026-04-03,Referral,61,India,A,Feature Adoption
727,2026-01-06,Referral,45,Germany,B,Renewal
728,2026-01-12,Google Ads,62,Australia,A,Feature Adoption
729,2025-11-08,Google Ads,23,United States,B,Renewal
730,2026-01-26,Organic Search,65,United States,A,Feature Adoption
731,2025-08-30,Google Ads,31,United States,A,Feature Adoption
732,2026-01-02,Organic Search,55,Canada,B,Renewal
733,2026-02-02,Google Ads,61,United Kingdom,B,Feature Adoption
734,2026-04-09,LinkedIn,41,Canada,A,Feature Adoption
735,2025-12-05,Google Ads,43,France,A,Renewal
736,2025-08-30,LinkedIn,62,Canada,A,First Login
737,2026-03-18,Google Ads,53,United States,A,Subscription
738,2025-07-27,Organic Search,18,India,A,Subscription
739,2026-02-27,Email Campaign,22,Canada,B,Feature Adoption
740,2025-07-20,LinkedIn,43,India,A,Feature Adoption
741,2025-07-30,Email Campaign,58,Australia,B,Signup
742,2026-03-23,Organic Search,56,United States,A,Subscription
743,2025-09-25,LinkedIn,59,United States,B,Feature Adoption
744,2025-11-19,LinkedIn,43,United States,B,Feature Adoption
745,2025-07-08,LinkedIn,23,United States,A,Subscription
746,2026-04-13,Referral,35,United States,B,Renewal
747,2026-02-18,Email Campaign,34,United Kingdom,B,Subscription
748,2026-04-13,Organic Search,25,United States,A,Renewal
749,2026-04-02,Referral,62,United Kingdom,B,Feature Adoption
750,2026-03-05,LinkedIn,47,France,A,Renewal
751,2025-07-15,Google Ads,42,United States,A,Renewal
752,2025-10-26,Referral,40,Canada,A,Signup
753,2025-11-12,Organic Search,61,United States,A,Feature Adoption
754,2026-04-10,Email Campaign,40,Canada,B,Subscription
755,2025-10-02,Email Campaign,30,Germany,B,Feature Adoption
756,2025-11-01,Referral,30,United States,A,Subscription
757,2025-12-30,Organic Search,23,United States,A,Subscription
758,2025-07-04,LinkedIn,20,United Kingdom,A,Feature Adoption
759,2025-12-09,Google Ads,54,India,A,Feature Adoption
760,2026-03-19,Organic Search,54,United States,B,Subscription
761,2026-02-02,Google Ads,50,United Kingdom,B,Renewal
762,2025-09-28,Google Ads,51,United States,B,Subscription
763,2025-07-07,LinkedIn,24,United States,B,Subscription
764,2025-11-10,Organic Search,35,United States,B,Subscription
765,2026-01-04,Organic Search,44,Canada,A,Feature Adoption
766,2026-01-22,Organic Search,26,United States,A,Subscription
767,2025-08-21,LinkedIn,53,Australia,B,Feature Adoption
768,2025-09-13,Referral,48,Germany,A,Feature Adoption
769,2026-03-13,Organic Search,58,India,A,Subscription
770,2026-03-07,Organic Search,54,United Kingdom,B,Feature Adoption
771,2025-09-22,Organic Search,48,Australia,A,Email Verification
772,2025-12-19,Organic Search,53,United States,A,Feature Adoption
773,2025-07-11,Google Ads,61,United States,A,Feature Adoption
774,2026-04-21,LinkedIn,36,United Kingdom,B,Subscription
775,2026-03-07,LinkedIn,23,Canada,B,Feature Adoption
776,2025-09-13,Referral,39,United Kingdom,B,Subscription
777,2026-01-24,Referral,28,United States,B,Feature Adoption
778,2025-11-27,LinkedIn,43,United Kingdom,B,Subscription
779,2026-01-02,LinkedIn,46,United Kingdom,B,Feature Adoption
780,2025-07-12,Organic Search,34,United States,A,Subscription
781,2025-08-10,Organic Search,24,United States,B,Renewal
782,2026-04-07,Organic Search,51,France,A,Email Verification
783,2025-11-12,LinkedIn,42,United States,B,Feature Adoption
784,2025-11-23,Google Ads,51,United States,A,Signup
785,2025-12-30,Referral,48,United States,B,Renewal
786,2025-11-17,Google Ads,62,United States,A,Feature Adoption
787,2026-02-19,LinkedIn,54,United Kingdom,B,Subscription
788,2026-03-31,Organic Search,52,United States,B,Feature Adoption
789,2025-12-05,Google Ads,37,United States,B,Subscription
790,2025-09-08,Organic Search,18,Canada,A,Feature Adoption
791,2026-03-02,Organic Search,36,France,A,Subscription
792,2026-04-07,Google Ads,53,Canada,B,Feature Adoption
793,2026-01-16,Referral,23,United States,B,Feature Adoption
794,2025-11-17,Organic Search,35,Germany,B,Renewal
795,2025-10-02,Organic Search,47,United States,A,Feature Adoption
796,2026-03-09,Organic Search,21,United States,A,Signup
797,2025-08-22,Organic Search,46,United States,A,Feature Adoption
798,2025-09-16,Organic Search,44,United States,B,Renewal
799,2026-01-07,Google Ads,39,France,B,Renewal
800,2025-09-13,Organic Search,22,France,A,Feature Adoption
801,2025-11-06,Referral,25,Australia,A,Subscription
802,2026-01-14,LinkedIn,65,Canada,A,Feature Adoption
803,2025-08-18,Google Ads,48,India,B,Renewal
804,2025-12-13,Organic Search,65,Germany,A,Feature Adoption
805,2025-11-07,Google Ads,41,United States,A,Renewal
806,2025-10-20,Email Campaign,45,United States,B,Feature Adoption
807,2025-11-19,Google Ads,33,United States,B,First Login
808,2026-03-01,LinkedIn,23,United States,B,Subscription
809,2025-12-21,Email Campaign,58,India,B,Feature Adoption
810,2025-09-17,LinkedIn,26,France,B,Feature Adoption
811,2026-04-12,LinkedIn,46,France,A,Signup
812,2026-01-10,Google Ads,20,United States,B,Subscription
813,2025-11-28,Google Ads,54,Canada,B,Feature Adoption
814,2026-02-25,Organic Search,53,Australia,B,Subscription
815,2026-02-16,Organic Search,41,United States,B,Renewal
816,2026-03-17,Google Ads,19,United States,A,Feature Adoption
817,2025-10-31,Organic Search,52,United States,A,Feature Adoption
818,2026-03-12,LinkedIn,36,United States,B,Subscription
819,2025-08-26,Organic Search,20,Germany,A,First Login
820,2025-07-17,Organic Search,24,Canada,B,Subscription
821,2026-01-15,LinkedIn,62,United Kingdom,A,Signup
822,2025-10-22,LinkedIn,31,United States,A,Renewal
823,2025-08-10,Google Ads,41,United Kingdom,A,Renewal
824,2026-01-29,Referral,21,France,A,Feature Adoption
825,2025-07-21,LinkedIn,22,Australia,A,Renewal
826,2025-08-19,Organic Search,42,United States,B,Subscription
827,2025-11-05,Google Ads,53,India,A,Feature Adoption
828,2025-08-24,LinkedIn,61,United Kingdom,B,Subscription
829,2025-08-23,Organic Search,43,United States,A,Subscription
830,2026-03-31,Email Campaign,40,Canada,A,Feature Adoption
831,2025-12-14,Referral,58,Canada,B,Subscription
832,2025-11-01,Google Ads,53,United States,A,Feature Adoption
833,2026-02-17,Google Ads,64,United States,B,Feature Adoption
834,2025-07-09,Google Ads,37,India,B,Renewal
835,2025-10-18,Referral,62,United States,A,Renewal
836,2026-03-19,Google Ads,27,India,B,Subscription
837,2025-09-18,Organic Search,55,United States,B,Feature Adoption
838,2025-12-01,Organic Search,31,United States,A,Subscription
839,2026-03-05,Organic Search,62,Australia,A,Subscription
840,2025-08-18,Google Ads,64,United States,A,Feature Adoption
841,2025-07-29,Email Campaign,45,United States,B,Renewal
842,2025-10-25,LinkedIn,18,Australia,A,Feature Adoption
843,2025-07-28,Organic Search,52,United States,A,Feature Adoption
844,2025-10-22,Organic Search,43,Germany,A,Subscription
845,2026-04-21,Google Ads,36,United States,A,First Login
846,2025-12-20,Organic Search,21,United Kingdom,A,Feature Adoption
847,2026-01-21,Google Ads,26,France,A,Feature Adoption
848,2025-10-10,Google Ads,30,Germany,A,Renewal
849,2026-03-26,Organic Search,45,United States,B,Renewal
850,2025-08-15,Organic Search,41,Canada,B,Feature Adoption
851,2026-05-01,LinkedIn,28,France,A,Feature Adoption
852,2026-02-12,LinkedIn,32,Canada,B,Feature Adoption
853,2025-08-13,Organic Search,57,United States,A,Renewal
854,2025-11-25,Organic Search,25,Germany,B,Subscription
855,2025-12-17,Organic Search,31,United Kingdom,A,Subscription
856,2026-04-07,Google Ads,27,Germany,A,Subscription
857,2026-01-09,Google Ads,20,Germany,B,First Login
858,2025-10-11,LinkedIn,21,United Kingdom,B,Renewal
859,2025-08-04,Google Ads,60,United States,B,Feature Adoption
860,2025-11-27,Referral,32,United Kingdom,A,Feature Adoption
861,2025-08-20,Referral,56,Canada,A,Feature Adoption
862,2026-03-14,Email Campaign,63,United Kingdom,B,Feature Adoption
863,2026-03-29,Organic Search,65,Canada,B,Feature Adoption
864,2025-12-28,Google Ads,50,United States,B,First Login
865,2025-11-09,Referral,19,India,A,Renewal
866,2025-10-24,Organic Search,60,India,B,Subscription
867,2026-03-24,Email Campaign,58,United Kingdom,A,Feature Adoption
868,2026-04-20,Organic Search,56,India,B,Subscription
869,2025-10-14,LinkedIn,61,United Kingdom,A,Renewal
870,2025-12-06,LinkedIn,26,India,B,Renewal
871,2025-09-13,LinkedIn,28,United Kingdom,B,Subscription
872,2025-08-30,Organic Search,27,Australia,A,Subscription
873,2026-01-28,Email Campaign,65,United States,A,Renewal
874,2025-11-18,Organic Search,26,United States,B,Renewal
875,2025-11-14,LinkedIn,56,United Kingdom,B,Subscription
876,2025-12-31,Organic Search,26,France,A,Feature Adoption
877,2026-01-08,Organic Search,48,United States,B,Feature Adoption
878,2025-07-17,Google Ads,35,India,A,Feature Adoption
879,2025-10-12,LinkedIn,46,United States,A,Feature Adoption
880,2025-12-14,Referral,45,India,B,First Login
881,2026-01-11,LinkedIn,65,United States,A,Feature Adoption
882,2025-07-20,Google Ads,20,Canada,A,Feature Adoption
883,2026-04-02,Google Ads,53,Germany,B,Renewal
884,2025-07-26,Organic Search,37,Canada,A,Feature Adoption
885,2025-09-24,Google Ads,21,United Kingdom,A,Renewal
886,2026-02-23,Referral,64,Canada,A,Feature Adoption
887,2026-04-26,Email Campaign,26,Germany,B,Feature Adoption
888,2025-07-13,Organic Search,63,United Kingdom,A,Renewal
889,2025-08-16,Organic Search,63,Germany,A,Subscription
890,2025-09-02,Organic Search,58,Germany,B,Subscription
891,2026-01-13,LinkedIn,57,India,A,Feature Adoption
892,2026-01-11,Organic Search,39,United States,A,Subscription
893,2025-09-15,Organic Search,63,United States,B,Feature Adoption
894,2026-02-14,Organic Search,26,United States,A,Signup
895,2025-11-07,Organic Search,49,Canada,A,Signup
896,2026-03-10,Organic Search,48,United Kingdom,B,Subscription
897,2025-07-04,Organic Search,57,United Kingdom,A,Subscription
898,2025-10-15,Organic Search,59,United States,B,Feature Adoption
899,2025-07-17,LinkedIn,37,Australia,B,Feature Adoption
900,2025-08-25,Google Ads,61,United States,B,Subscription
901,2026-05-01,Google Ads,47,United Kingdom,A,Feature Adoption
902,2025-07-19,Organic Search,41,United States,A,Subscription
903,2026-02-04,Referral,48,United States,B,Subscription
904,2025-11-18,Organic Search,31,Canada,A,Feature Adoption
905,2025-08-25,Google Ads,51,India,A,Feature Adoption
906,2025-11-25,Google Ads,34,Australia,A,Renewal
907,2025-12-29,Email Campaign,49,United Kingdom,A,Feature Adoption
908,2026-03-10,Referral,32,India,A,Renewal
909,2025-07-01,Organic Search,25,Canada,A,Feature Adoption
910,2026-01-29,Google Ads,53,United States,A,Feature Adoption
911,2025-10-12,LinkedIn,22,United States,B,Subscription
912,2025-12-13,LinkedIn,39,United States,B,Subscription
913,2025-07-15,Referral,39,United States,A,Feature Adoption
914,2026-02-28,LinkedIn,48,United Kingdom,B,Subscription
915,2026-04-01,Referral,44,Canada,A,Email Verification
916,2026-03-24,Organic Search,38,Germany,A,Signup
917,2026-04-22,LinkedIn,40,France,B,Feature Adoption
918,2025-07-16,Organic Search,52,United States,A,Feature Adoption
919,2026-01-16,Organic Search,37,United States,A,Feature Adoption
920,2025-07-17,Organic Search,33,United States,B,Renewal
921,2025-12-02,Organic Search,25,United States,B,Email Verification
922,2025-10-12,Referral,19,Canada,A,Renewal
923,2025-09-17,Organic Search,64,India,A,Feature Adoption
924,2025-12-15,Organic Search,51,India,A,First Login
925,2025-07-19,Google Ads,51,Germany,B,Feature Adoption
926,2025-07-23,LinkedIn,23,United Kingdom,B,Renewal
927,2025-08-22,Google Ads,37,Germany,B,Renewal
928,2025-10-16,Organic Search,35,United States,A,Subscription
929,2025-08-30,Organic Search,25,United States,B,Subscription
930,2026-03-21,Organic Search,53,United Kingdom,B,Feature Adoption
931,2025-11-23,Google Ads,37,United States,A,Feature Adoption
932,2026-02-13,Organic Search,61,United States,B,Feature Adoption
933,2025-08-14,Google Ads,56,United States,A,Feature Adoption
934,2026-02-14,LinkedIn,30,United States,A,Subscription
935,2026-03-31,Organic Search,47,India,A,Email Verification
936,2026-02-25,Organic Search,59,United States,A,Feature Adoption
937,2025-10-27,Email Campaign,57,United States,B,Feature Adoption
938,2025-10-02,LinkedIn,38,Germany,B,Email Verification
939,2026-03-01,Organic Search,28,Canada,B,Feature Adoption
940,2026-04-21,Organic Search,63,United States,A,Feature Adoption
941,2025-08-06,LinkedIn,43,United Kingdom,A,Feature Adoption
942,2025-11-02,Google Ads,42,India,B,Feature Adoption
943,2026-04-29,Google Ads,54,India,A,Feature Adoption
944,2025-10-29,Organic Search,65,Germany,A,Feature Adoption
945,2026-03-07,Organic Search,38,United Kingdom,A,Subscription
946,2025-09-29,Organic Search,56,Canada,B,Renewal
947,2026-01-11,Organic Search,21,United Kingdom,B,Renewal
948,2026-04-24,Referral,18,United Kingdom,A,Subscription
949,2026-02-17,Google Ads,54,United States,B,Feature Adoption
950,2025-12-10,Organic Search,61,France,B,Renewal
951,2026-02-08,LinkedIn,23,India,A,Feature Adoption
952,2026-03-19,Google Ads,36,United States,B,Renewal
953,2025-07-28,Organic Search,40,United Kingdom,B,Feature Adoption
954,2025-07-16,Organic Search,43,Germany,A,Subscription
955,2026-01-24,Google Ads,60,United Kingdom,B,Feature Adoption
956,2026-04-11,Google Ads,44,India,B,Renewal
957,2025-09-03,Organic Search,19,United States,B,Renewal
958,2026-02-09,Email Campaign,26,United States,A,Feature Adoption
959,2026-02-19,Referral,45,Germany,A,Feature Adoption
960,2026-02-03,Google Ads,40,Canada,B,Subscription
961,2025-07-04,Google Ads,33,Australia,A,Feature Adoption
962,2026-04-06,Google Ads,20,United States,A,Subscription
963,2025-08-27,Google Ads,23,India,B,Subscription
964,2025-11-21,Google Ads,57,United States,B,Subscription
965,2025-08-09,LinkedIn,55,United Kingdom,B,First Login
966,2025-12-23,Google Ads,47,United States,A,Feature Adoption
